Id|Name|Description|Price|PriceCurrency|SupplyAbility|MinimumOrder
0c975c36-ff2f-42e4-858b-78de19578c5b|Apple iPad Pro 12.9-inch (2022)|The Apple iPad Pro 12.9-inch (2022) features an M1 chip, stunning Liquid Retina display, and 5G support, perfect for creative professionals and entertainment.|1099.99|USD|1500|3
b070bff9-0c34-462f-8b4e-c7a3c78b2223|Whirlpool 28 cu. ft. French Door Refrigerator|The Whirlpool 28 cu. ft. French Door Refrigerator offers ample storage, advanced cooling technologies, and energy efficiency for modern kitchens.|2199.99|USD|500|2
9cc31c39-d3b3-477f-8a9b-57360e933703|Sony Alpha 7C Full-Frame Mirrorless Camera|The Sony Alpha 7C is a compact, full-frame mirrorless camera with excellent autofocus, 4K video, and a 24.2MP sensor for stunning images and videos.|1799.99|USD|1000|1
b87c2fbe-bf4a-4501-9f65-b2f445b31eac|Yamaha YAS-209 Soundbar with Subwoofer|The Yamaha YAS-209 Soundbar offers immersive surround sound with DTS Virtual:X technology and a wireless subwoofer for deep bass.|349.99|USD|2000|2
abff9ef3-b60c-4674-a4ea-d8fdd73ea831|Samsung 65-inch QLED 4K Smart TV|The Samsung 65-inch QLED 4K Smart TV offers vibrant colors, incredible detail, and smart features like streaming apps and voice control for a superior viewing experience.|1299.99|USD|1800|3
4f49bfe6-f825-45e2-a591-729d85f79e1a|Bose SoundLink Revolve+ Bluetooth Speaker|The Bose SoundLink Revolve+ Bluetooth Speaker delivers 360-degree sound and deep bass in a portable, water-resistant design.|329.99|USD|2500|2
c68ec013-41bc-4770-b3d1-e8f88a97f442|Breville BES870XL Barista Express Espresso Machine|The Breville BES870XL Barista Express Espresso Machine provides café-quality espresso with an integrated conical burr grinder and customizable brewing options.|699.99|USD|1500|3
a56f3374-2ca4-42b7-819b-e9bc9575011a|Fitbit Charge 5 Fitness Tracker|The Fitbit Charge 5 is a fitness tracker with built-in GPS, heart rate monitoring, and stress management tools to help you stay active and healthy.|179.99|USD|5000|2
ad3b8ff7-e687-42a9-b62b-39c9a1fa9f8f|Harman Kardon Onyx Studio 6 Wireless Speaker|The Harman Kardon Onyx Studio 6 offers premium sound with a sleek design, 8 hours of playtime, and a water-resistant build for music on the go.|449.99|USD|2000|2
fc579847-6f38-4083-a82b-c68cb7ab6826|Oculus Quest 2 VR Headset|The Oculus Quest 2 is an all-in-one VR headset with a 1832 x 1920 resolution per eye, offering an immersive experience without the need for a PC or console.|299.99|USD|2500|1
d55ca68c-0b07-4e27-8fc1-dff14d0d90f7|Panasonic 65-Inch 4K UHD Smart TV|The Panasonic 65-inch 4K UHD Smart TV features stunning picture quality, smart connectivity, and compatibility with major streaming platforms.|899.99|USD|3000|1
7f9b7f8c-2150-45ac-9860-feb1f1adf3d7|Nest Learning Thermostat|The Nest Learning Thermostat automatically adjusts your home’s temperature for comfort and energy savings, and can be controlled from your phone.|249.99|USD|4000|2
cb32b3f1-b0f1-4c4e-91e7-f13c51cbf9f6|Lego Star Wars Millennium Falcon|The Lego Star Wars Millennium Falcon kit is a detailed 1,351-piece model of the iconic spaceship, featuring intricate designs and working features.|199.99|USD|3000|3
5d7723a2-49ad-4b74-bc91-9d2f57b57e0e|Nike Air Max 270 React Sneakers|The Nike Air Max 270 React Sneakers offer responsive cushioning, stylish design, and a breathable upper, perfect for both casual wear and running.|129.99|USD|3500|2
fd28c8b1-0b16-44e3-bf7b-cf087be522a0|Seiko Presage Cocktail Time Automatic Watch|The Seiko Presage Cocktail Time Automatic Watch is a beautiful timepiece with a sophisticated design, featuring a sunburst dial and a Japanese automatic movement.|449.99|USD|1200|2
229d64d8-79b7-47b2-9ee1-b842fba7a8c6|Whirlpool 7.4 Cu. Ft. Electric Dryer|The Whirlpool 7.4 Cu. Ft. Electric Dryer offers advanced drying cycles, moisture sensing technology, and energy-efficient performance for everyday laundry needs.|799.99|USD|1500|3
60a3a389-c557-4c7c-a3f0-1f8e2347a6ed|Dyson V11 Torque Drive Cordless Vacuum Cleaner|The Dyson V11 Torque Drive Cordless Vacuum Cleaner offers powerful suction and long battery life, designed for cleaning carpets, hardwood floors, and upholstery.|599.99|USD|2000|2
3f79adf1-4c8c-4606-98e6-7a5e924fef01|Samsung Galaxy S22 5G|The Samsung Galaxy S22 5G features a dynamic AMOLED display, advanced cameras, and 5G capabilities, providing a top-tier smartphone experience.|799.99|USD|2500|1
e50b5051-292e-42bb-8e8d-3d0e2c2c5a1d|Ecovacs Deebot Ozmo T8 AIVI Robot Vacuum|The Ecovacs Deebot Ozmo T8 AIVI Robot Vacuum features advanced artificial intelligence, deep cleaning capabilities, and smart navigation for effortless home cleaning.|649.99|USD|1000|2
4209f426-f7ff-4773-b9c3-e456e4d52a2c|Garmin Fenix 6 Pro Solar GPS Watch|The Garmin Fenix 6 Pro Solar GPS Watch offers advanced fitness tracking, heart rate monitoring, and solar charging for outdoor enthusiasts and athletes.|649.99|USD|1200|1
5f44c724-212d-4c9b-b8f6-225fa479e902|Sony Bravia 55-Inch 4K HDR Smart TV|The Sony Bravia 55-Inch 4K HDR Smart TV offers stunning visuals, exceptional contrast, and smart features for the ultimate home entertainment experience.|799.99|USD|3000|3
4db9c6b7-51fc-411b-b830-c9f6187c6ae0|Bosch 800 Series Dishwasher|The Bosch 800 Series Dishwasher offers excellent cleaning performance, quiet operation, and advanced features like flexible racks and energy-efficient settings.|1099.99|USD|2000|2
64fd5005-1f7a-4d31-a227-13db91f31335|Mophie Powerstation XXL Portable Charger|The Mophie Powerstation XXL Portable Charger offers 20,000mAh of power, allowing you to charge multiple devices on the go with fast charging technology.|149.99|USD|4000|1
ada6ff9f-e57e-472b-b49b-7632a869498b|Logitech G Pro X Superlight Wireless Gaming Mouse|The Logitech G Pro X Superlight Wireless Gaming Mouse offers ultra-lightweight design, high-performance sensors, and customizable features for professional gamers.|149.99|USD|3000|1
8a337a1b-d7b9-45a6-9447-b268ab71f65e|Bose QuietComfort 35 II Wireless Headphones|The Bose QuietComfort 35 II Wireless Headphones provide excellent noise cancellation, up to 20 hours of battery life, and premium sound quality for everyday listening.|299.99|USD|5000|2
6e18d938-e93b-42da-b9b4-d0157d060518|Canon EOS Rebel T7 DSLR Camera Bundle|The Canon EOS Rebel T7 is a beginner-friendly DSLR camera with 24.1MP, Full HD video recording, and comes bundled with a lens and accessories.|549.99|USD|1000|3
b65fd34d-59e1-43c9-87c3-4d1bde8391bc|Fujifilm X-T4 Mirrorless Camera|The Fujifilm X-T4 is a high-performance mirrorless camera with in-body stabilization, a 26.1MP APS-C sensor, and 4K video recording for professional-quality photos and videos.|1699.99|USD|1200|2
c0a9f0da-7d8b-4178-bf5d-f7a7f2c0a4f5|Acer Predator Helios 300 Gaming Laptop|The Acer Predator Helios 300 is a powerful gaming laptop with a 15.6-inch 144Hz display, Intel i7 processor, and NVIDIA GeForce RTX 3070 for smooth gaming and multitasking.|1299.99|USD|2000|1
b8c283f9-5b9d-48d7-9d12-33061d43bc35|KitchenAid Artisan Series 5-Qt. Stand Mixer|The KitchenAid Artisan Series 5-Qt. Stand Mixer features a powerful motor, tilt-head design, and a variety of color options for stylish and versatile cooking.|399.99|USD|1500|2
bf9d9206-b48e-4f9d-88ff-4c68cf62e9c4|Dyson Pure Cool TP04 Air Purifier and Fan|The Dyson Pure Cool TP04 Air Purifier and Fan uses advanced filtration technology to remove allergens and pollutants, while providing powerful cooling for the room.|599.99|USD|1200|3
8f5d07c8-7205-431d-b9cc-e5a9571ef43b|Bose Home Speaker 500|The Bose Home Speaker 500 delivers wide, room-filling sound with Amazon Alexa and Google Assistant integration for a smart, connected home audio experience.|399.99|USD|2000|2
fe46f95b-938f-42b2-8f7b-df8a9149ef28|iRobot Roomba i7+ Robot Vacuum|The iRobot Roomba i7+ offers smart mapping, powerful suction, and a self-emptying dustbin, perfect for hands-free home cleaning.|799.99|USD|2500|1
b1949fdd-7381-47d9-9b3f-8f56d8c49e2d|JBL Flip 5 Bluetooth Speaker|The JBL Flip 5 Bluetooth Speaker offers rich sound, waterproof durability, and up to 12 hours of playtime, ideal for outdoor adventures and parties.|119.99|USD|4000|2
cc2e3e2b-53ed-4bc0-9228-12378991f229|GoPro HERO9 Black|The GoPro HERO9 Black is a rugged action camera with 5K video recording, 20MP photos, and an enhanced front display for vlogging and adventure filming.|449.99|USD|3000|2
763d9d59-2909-4ec9-b5ff-6b7f42c1d8e2|Samsung Galaxy Buds Pro|The Samsung Galaxy Buds Pro offer premium sound quality, active noise cancellation, and water resistance for an immersive listening experience on the go.|199.99|USD|4500|1
a98cb660-89ae-4a5e-9b5b-97a3009a8c9e|DeLonghi ECAM35020B Magnifica S Espresso Machine|The DeLonghi ECAM35020B Magnifica S Espresso Machine is a compact, super-automatic coffee maker with built-in grinder and milk frother for fresh coffee every time.|699.99|USD|1000|3
edb6bbed-1a09-45da-9a8d-b9b43855050c|Samsung 50-Inch QLED 4K Smart TV|The Samsung 50-Inch QLED 4K Smart TV offers exceptional picture quality, smart features like streaming apps and voice assistants, and sleek design for your living room.|899.99|USD|1500|1
f63f6c96-0d0f-4415-8b4a-e19314d5a54d|Philips Sonicare DiamondClean Smart 9750 Electric Toothbrush|The Philips Sonicare DiamondClean Smart 9750 Electric Toothbrush offers superior cleaning performance, smart sensors, and personalized coaching for a healthier smile.|299.99|USD|2500|2
db8ac1db-ec60-45c4-b63f-4a70a78bca4a|BenQ Zowie XL2411P 24-Inch 144Hz Gaming Monitor|The BenQ Zowie XL2411P is a 24-inch 144Hz gaming monitor with low latency and customizable settings for esports professionals and competitive gamers.|249.99|USD|3000|1
2b6a7087-9ae9-4d34-b357-efed12ae98d5|Bose Noise Cancelling Headphones 700|The Bose Noise Cancelling Headphones 700 offer advanced noise cancellation, clear sound quality, and up to 20 hours of battery life for a premium listening experience.|379.99|USD|4000|2
a3f6e1b8-3a56-41f7-b8f1-04d748db3b93|Whirlpool Smart Front Load Washer|The Whirlpool Smart Front Load Washer offers energy-efficient cleaning with WiFi connectivity, adaptive washing cycles, and large capacity for family-sized loads.|899.99|USD|1000|3
60e9c4a7-85fe-477d-9514-7e1c79ff8a35|Nikon AF-S NIKKOR 24-70mm f/2.8E ED VR Lens|The Nikon AF-S NIKKOR 24-70mm f/2.8E ED VR Lens is a versatile zoom lens designed for professional photographers, offering exceptional clarity and image stabilization.|2299.99|USD|500|2
926eb87b-8c71-47f4-8045-8314d4c0ca7b|Dyson V8 Absolute Cordless Vacuum|The Dyson V8 Absolute Cordless Vacuum provides strong suction, a lightweight design, and up to 40 minutes of runtime for effective home cleaning.|399.99|USD|2000|1
1a731e13-6db1-47b7-b65b-56919f8b479e|Epson EcoTank ET-2720 Wireless Printer|The Epson EcoTank ET-2720 Wireless Printer offers cartridge-free printing with refillable ink tanks, ideal for home or small office use with low-cost, high-quality prints.|199.99|USD|3500|2
be73663f-2a56-423a-83f2-8bbca4d1f76f|Hamilton Beach 12-Cup Coffee Maker|The Hamilton Beach 12-Cup Coffee Maker brews rich, flavorful coffee with simple controls, ideal for households and small offices.|49.99|USD|5000|1
b732a819-b55e-4a56-813b-4bcfc6ef02a4|Ring Video Doorbell Pro 2|The Ring Video Doorbell Pro 2 allows you to see and speak with visitors through your phone, offering 1536p HD video and advanced motion detection for security.|249.99|USD|1500|2
9e2272f3-4e9e-4e68-b627-4b64b4f0f5e9|iPhone 13 Pro 512GB|The iPhone 13 Pro offers a 6.1-inch OLED display, A15 Bionic chip, and triple-camera system, making it one of the most powerful smartphones available.|1099.99|USD|3000|1
8cd5702d-bf4d-4c79-94f9-27a63f021d94|Smeg 50's Retro Style Refrigerator|The Smeg 50's Retro Style Refrigerator combines vintage aesthetics with modern functionality, featuring adjustable shelves and energy-efficient operation.|1299.99|USD|1000|3
c8e5f1eb-b33c-47f1-812e-d8e1e8fbc8f1|Sony PlayStation 5 Console|The Sony PlayStation 5 Console offers next-gen gaming performance with ray tracing, ultra-fast loading, and a new controller for an immersive gaming experience.|499.99|USD|2000|1
eb86ff16-d8f0-4a72-9a5b-fb16d23f4f70|Bose Home Speaker 300|The Bose Home Speaker 300 offers clear, room-filling sound and built-in voice assistants like Alexa and Google Assistant for a smarter home.|249.99|USD|1500|2
acb417cb-27a5-4579-bc29-4a7ccdf80b69|Sony WH-1000XM4 Noise Cancelling Headphones|The Sony WH-1000XM4 offer industry-leading noise cancellation, superior sound quality, and up to 30 hours of battery life for all-day listening and travel.|349.99|USD|4000|1
f9d4d9b0-b9db-4b0f-8ea5-3a557b5a2343|Fisher-Price Loving Family Dollhouse|The Fisher-Price Loving Family Dollhouse offers an interactive playset with realistic furniture and family figures for imaginative storytelling and fun.|129.99|USD|2000|3
e4b8496d-7410-47d0-b7e0-3d5574e5bcdb|Sony Bravia XR A80J 55-Inch OLED 4K TV|The Sony Bravia XR A80J 55-Inch OLED 4K TV features self-illuminating pixels, deep blacks, and vibrant colors for an exceptional viewing experience in any room.|1799.99|USD|1500|2
43f8a518-c319-4ff3-91fb-7cd1a11d33c9|Apple AirPods Pro 2nd Generation|Apple AirPods Pro 2nd Generation offer active noise cancellation, spatial audio, and an improved fit for a premium wireless audio experience.|249.99|USD|4500|1
92f462e1-f7c9-48d1-a0cc-9e607f39ccfd|Yeti Tundra 45 Cooler|The Yeti Tundra 45 Cooler is built to keep ice frozen for days with its rugged, rotomolded construction and thick insulation, ideal for camping, fishing, or tailgating.|299.99|USD|2000|2
d3421d3b-8535-4a64-88f3-b71747e532f9|LG 27GN950-B 27-Inch 4K UHD Nano IPS Gaming Monitor|The LG 27GN950-B is a 27-inch 4K UHD gaming monitor with a 144Hz refresh rate and Nano IPS technology for vibrant colors and smooth gameplay.|749.99|USD|1000|3
bfcaedb2-b3d7-44b9-91fc-cd5d72b43c6d|Miele Classic C1 Pure Suction Canister Vacuum|The Miele Classic C1 Pure Suction Canister Vacuum provides powerful suction and is designed for hard floors and low-pile carpets, with adjustable suction power.|249.99|USD|1500|2
024f5b67-3e73-41c2-b756-e8ad306f4623|Samsung Galaxy S21 Ultra 5G|The Samsung Galaxy S21 Ultra 5G features a 6.8-inch Dynamic AMOLED display, Snapdragon 888 chipset, and a quad-camera system for top-tier performance and photography.|1199.99|USD|2000|1
a8d28f98-c9a6-4f61-b79a-61f5585b5e4f|Kenmore Elite 74033 Smart Dishwasher|The Kenmore Elite 74033 Smart Dishwasher features Wi-Fi connectivity, powerful cleaning, and a sleek design to fit seamlessly into modern kitchens.|899.99|USD|1000|3
1b7b5e6f-c60d-411f-bb2b-cd6e2b9f41e7|Nest Learning Thermostat (3rd Generation)|The Nest Learning Thermostat adapts to your preferences, helping you save energy and keep your home at the ideal temperature while being easy to control via your phone.|249.99|USD|1200|2
0c8b1778-f79f-4733-97b4-3fd12406c9a7|Vitamix 5200 Blender|The Vitamix 5200 Blender offers professional-grade performance with variable speed control, perfect for smoothies, soups, and other kitchen tasks.|449.99|USD|1500|1
7b20d9a7-d434-4e1a-8a28-7e44b79e14cd|Husqvarna 128LD 17-Inch Gas String Trimmer|The Husqvarna 128LD Gas String Trimmer provides easy starting, powerful performance, and a versatile design for trimming grass and edging lawns.|199.99|USD|2000|2
6b0c3b68-40e0-4c0b-b84a-69d040d79df8|Whirlpool 30-Inch Gas Range|The Whirlpool 30-Inch Gas Range offers five burners, a convection oven, and self-cleaning capabilities, perfect for cooking large meals and family gatherings.|749.99|USD|1500|3
ca02a218-b528-4745-bff7-93c14c9e2c5f|Oculus Quest 2 VR Headset|The Oculus Quest 2 VR Headset provides a fully immersive virtual reality experience with a lightweight design, high resolution, and a wide range of available games.|299.99|USD|1000|1
d4ec9e6f-2d89-4fa5-bb8c-f5c8d4bcbf72|Samsung 970 EVO Plus 1TB SSD|The Samsung 970 EVO Plus 1TB SSD offers high-speed data transfer, reliability, and improved boot times, ideal for gaming PCs and content creation setups.|149.99|USD|5000|1
e67c5a68-5be9-4977-bd5c-51f1b640e107|Cuisinart 14-Cup Food Processor|The Cuisinart 14-Cup Food Processor offers high-performance chopping, slicing, and pureeing with multiple blades and a large capacity for all your food prep needs.|199.99|USD|2000|2
4cbf8d4e-37b5-4202-8248-91853b7c75c9|Fender American Professional II Stratocaster Electric Guitar|The Fender American Professional II Stratocaster Electric Guitar offers a timeless design with modern features, including V-Mod II pickups and a two-point tremolo system for great tone and playability.|1499.99|USD|500|1
0da902fb-e7bb-49d3-84bc-17cbb7c4b52f|Garmin Forerunner 945 GPS Running Watch|The Garmin Forerunner 945 is a GPS running watch with advanced features like VO2 max, heart rate monitoring, and music storage for athletes and fitness enthusiasts.|599.99|USD|1000|1
7fbe9aaf-62ad-4693-b0ad-e62b1c57d96d|Tile Pro Bluetooth Tracker|The Tile Pro Bluetooth Tracker helps you keep track of your keys, wallet, or other important items with a loud ring, a long range, and an app to locate them on your phone.|34.99|USD|3000|3
2e5ad742-bd9a-44d0-8c5b-c343cd232dce|Ben & Jerry's Half Baked Ice Cream|Ben & Jerry's Half Baked Ice Cream is a creamy and indulgent dessert featuring a mix of chocolate fudge brownie and chocolate chip cookie dough in a rich vanilla base.|4.99|USD|10000|1
c251b7a1-91a9-4f62-b167-dc35f8cf00f5|La-Z-Boy Anderson Reclining Sofa|The La-Z-Boy Anderson Reclining Sofa combines luxurious comfort with a stylish design, featuring plush cushioning and easy-to-operate recliners for a relaxing seating experience.|999.99|USD|500|2
29b70c79-d3da-437d-aada-cffed7e3a74e|Trek Marlin 5 Mountain Bike|The Trek Marlin 5 is an entry-level mountain bike with a lightweight frame, 21-speed gearing, and durable tires, perfect for beginners and trail riders.|499.99|USD|2000|1
cccf3ca5-4b1b-4e64-9b01-20a84f62db73|Harman Kardon Onyx Studio 6 Bluetooth Speaker|The Harman Kardon Onyx Studio 6 Bluetooth Speaker offers exceptional sound quality, a premium design, and up to 8 hours of battery life for music on the go.|399.99|USD|1500|2
5975c5a4-676e-4ccf-8767-0299b635baba|Breville BES870XL Barista Express Espresso Machine|The Breville BES870XL Barista Express Espresso Machine offers precise control over grind size, dose, and temperature, making it easy to create café-quality espresso drinks at home.|699.99|USD|1000|3
3eb3a3db-6638-4557-9b3b-795bfda6a218|Sony X950H 65-Inch 4K LED Smart TV|The Sony X950H 65-Inch 4K LED Smart TV features Full Array LED technology, Dolby Vision, and enhanced color for a truly immersive entertainment experience.|1299.99|USD|1500|1
c239b580-1a5b-4528-b220-4c8532794a76|Zojirushi Neuro Fuzzy 1-Liter Rice Cooker|The Zojirushi Neuro Fuzzy Rice Cooker offers advanced cooking technology to perfectly cook rice every time, with various settings for white rice, brown rice, and porridge.|119.99|USD|2500|2
14c303ab-3f9c-4693-8eab-b7727c2830e1|Sony Alpha 7R IV Mirrorless Camera|The Sony Alpha 7R IV Mirrorless Camera offers a 61MP full-frame sensor, 4K video recording, and advanced autofocus for high-resolution photography and videography.|3499.99|USD|500|1
7ab3db8d-4a49-4be9-bb9d-e4a988bcde6e|Ring Video Doorbell Pro 2|The Ring Video Doorbell Pro 2 features 1080p HD video, two-way audio, and motion detection to keep your home secure with a premium video doorbell experience.|249.99|USD|1500|2
6db7f41f-84b3-4a79-91b9-470032dd9b99|Dyson V11 Torque Drive Cordless Vacuum|The Dyson V11 Torque Drive Cordless Vacuum provides powerful suction with advanced filtration and a long battery life for whole-home cleaning on carpets and hard floors.|599.99|USD|1000|3
cb9f11d1-b842-4a33-a1c1-87a80f5a9bfa|KitchenAid Artisan 5-Quart Stand Mixer|The KitchenAid Artisan 5-Quart Stand Mixer features 10 speeds, a powerful motor, and a variety of attachments for baking, mixing, and food preparation.|399.99|USD|1200|2
4f6d90a0-4b02-42fe-9f9a-c4e004c6f1c4|Le Creuset Enameled Cast Iron Dutch Oven|The Le Creuset Enameled Cast Iron Dutch Oven offers excellent heat retention and versatility, perfect for slow cooking, braising, and baking.|249.99|USD|800|1
9279c3d5-d3c1-4a76-bdf6-73650adfa105|Asus ROG Strix G15 Gaming Laptop|The Asus ROG Strix G15 Gaming Laptop comes with an Intel Core i7 processor, NVIDIA GeForce RTX 3060 GPU, and a 144Hz display for a smooth gaming experience.|1399.99|USD|500|2
8d933f38-5482-4cc5-bc95-013c36b8fc59|Sennheiser Momentum 3 Wireless Headphones|The Sennheiser Momentum 3 Wireless Headphones offer high-quality sound, active noise cancellation, and a premium design for immersive audio on the go.|399.99|USD|2000|1
be4e1f6d-2186-4ffb-96f6-3c68dceaa79c|Whirlpool 24-Inch Built-In Dishwasher|The Whirlpool 24-Inch Built-In Dishwasher provides powerful cleaning performance with adjustable racks and a quiet operation for family kitchens.|649.99|USD|1500|3
f8351be9-e70e-4f6a-bb29-11d3aeb15d0b|Sony PlayStation 5 Console|The Sony PlayStation 5 Console offers lightning-fast load times, stunning 4K graphics, and immersive gaming with the DualSense wireless controller.|499.99|USD|5000|1
43ed4a36-d51c-4fe6-bbb5-804c1b6060f4|Cannon EOS Rebel T8i DSLR Camera|The Canon EOS Rebel T8i DSLR Camera offers a 24.1MP sensor, 4K video recording, and an advanced autofocus system for high-quality photography and videography.|899.99|USD|1000|2
f24b26c4-b823-4c6f-a0b2-6b64e390d379|Nespresso VertuoPlus Coffee and Espresso Maker|The Nespresso VertuoPlus Coffee and Espresso Maker offers a versatile coffee experience, brewing a variety of drinks with one-touch technology and an easy-to-use design.|199.99|USD|2000|1
71c9c29f-5e9d-40f3-bc10-f8ff349db6bc|Black+Decker Cordless Handheld Vacuum|The Black+Decker Cordless Handheld Vacuum offers powerful suction, lightweight design, and a long battery life for quick cleanups around the house or car.|49.99|USD|3000|3
a4fa34cf-f1ae-420f-bd27-59d0a320e0fe|Fujifilm X-T4 Mirrorless Camera|The Fujifilm X-T4 Mirrorless Camera offers exceptional image quality, in-body image stabilization, and advanced autofocus, perfect for both photographers and videographers.|1699.99|USD|800|1
5038d8a5-f8b3-4bfc-9d34-379c52f4f4e7|Crock-Pot 7-Quart Slow Cooker|The Crock-Pot 7-Quart Slow Cooker offers programmable settings and a large capacity for preparing delicious, tender meals for family and friends.|49.99|USD|1000|2
cdfe21cb-f33b-442b-b96f-b21949076e18|Shark IQ Robot Vacuum|The Shark IQ Robot Vacuum offers smart mapping, powerful suction, and hands-free cleaning, designed to clean your floors while you focus on other tasks.|349.99|USD|1500|1
ccbe9c79-bb43-475d-8a2b-94e5876b2e0b|Coca-Cola 12-Pack Cans|Coca-Cola 12-Pack Cans offer the refreshing, classic taste of Coca-Cola in convenient, portable cans for any occasion.|5.99|USD|5000|2
17f4c44c-4f77-4886-b80c-1c4f07f8db56|Samsung Galaxy Watch 4|The Samsung Galaxy Watch 4 features advanced health tracking, fitness features, and a sleek design, allowing you to stay connected and track your health goals.|249.99|USD|2000|3
450c7f8a-11e9-49e1-90d7-020b5b00de91|Keurig K-Elite Single Serve Coffee Maker|The Keurig K-Elite Single Serve Coffee Maker brews premium coffee, tea, and more with customizable strength, temperature control, and a large water reservoir.|169.99|USD|1500|1
de9259de-6353-4096-92b3-b0e31bc73b71|Samsung 65-Inch Q80A 4K QLED Smart TV|The Samsung 65-Inch Q80A 4K QLED Smart TV features stunning color accuracy, Dolby Vision, and an ultra-thin profile for a premium viewing experience.|1099.99|USD|1200|2
a9e4c1a1-c9f1-4579-94a9-23ad3b924379|Google Nest Hub Max|The Google Nest Hub Max features a 10-inch HD display, built-in Google Assistant, and a 6.5MP camera for video calls and smart home control.|229.99|USD|2000|1
d5947adf-d9ad-429b-ae78-879d54cc15ff|Miele Complete C3 PowerLine Canister Vacuum|The Miele Complete C3 PowerLine Canister Vacuum offers powerful suction, a quiet motor, and advanced filtration for a deep clean on all floor types.|499.99|USD|1000|2
d800a31e-b4c7-4f47-8a25-161b184bfcff|Leica Q2 Digital Camera|The Leica Q2 Digital Camera combines a 47MP full-frame sensor, bright Summilux lens, and sleek design for exceptional photography in any environment.|4999.99|USD|500|1
fc28844f-d741-4ac5-9fc2-d268b17810f4|Whirlpool 28 cu. ft. French Door Refrigerator|The Whirlpool 28 cu. ft. French Door Refrigerator features advanced cooling technology, ample storage, and energy efficiency to keep food fresh and organized.|2199.99|USD|800|2